Filename,Image #,Gender,Race,Confident,Egotistic,Intelligent,Kind,Responsible,Trustworthy,Aggressive,Caring,Emotional,Friendly,Sociable,Qualified
Google_1_Tina Stout_1_oval.jpg,191,0,1,5.8,2.8,6,6.87,6.67,6.6,3,6.53,5.13,7.2,5.4,0
Google_1_Rodney Lanning_3_oval.jpg,192,1,1,5.53,5.07,4.8,4.33,5,4.73,6,3.6,3.93,3.53,3.93,0
Alice_Mckellar_11_oval.jpg,193,0,1,5.87,4.4,5.73,6.13,5.27,5.13,3.33,6.4,5.07,6.47,6.53,0
Google_1_Howard Paulino_9_oval.jpg,194,1,1,3.8,4.93,4.73,3.4,4.8,4.07,4.47,3.8,4.93,4.07,4.47,0
Google_1_Peggy Howland_9_oval.jpg,195,1,2,6.33,4.27,6.2,7,5.47,6.13,3.13,6.07,5.2,6.6,6.53,0
Google_1_Bobby Brooks_5_oval.jpg,196,0,1,5.73,4.13,6.07,6.47,6.13,6.47,2.53,6.8,5.33,7.2,6.53,0
Google_1_Cindy Musick_17_oval.jpg,197,1,1,7.07,5.13,6.71,5.93,5.6,5.47,3.53,6.13,4.6,7.21,6.87,1
Google_1_Danny Polston_11_oval.jpg,198,1,1,6.73,3.4,6.4,5.93,6.33,5.87,4.6,5,5,4.93,5.47,1
Google_1_Barbara Zimmerman_2_oval.jpg,199,1,1,5.6,4.67,5.47,5.73,6.2,4.93,3.13,5.53,4.33,5.73,6,1
Google_1_Nicholas Gallardo_1_oval.jpg,200,1,1,5.73,5.27,5.4,4.47,5.13,4.73,4.53,4.73,4.87,4.93,5.93,0
Google_1_Danny Ainsworth_17_oval.jpg,201,1,1,5.4,4.8,5.6,5.67,6.27,5.27,3.47,6,4.27,5.87,6,0
Google_1_Katrina Barham_5_oval.jpg,202,0,6,6.4,4.33,5.87,5.47,5.67,5.47,2.93,5.53,5.33,5.73,5.13,0
Google_1_Jo Snook_7_oval.jpg,203,0,1,6.13,2.93,5.53,6.33,6.27,6.13,3,6.2,5.8,6.33,6.13,1
Google_1_Charles Lovato_9_oval.jpg,204,0,5,6.33,5.07,6.13,5.4,6,5.93,3.13,6.4,5.2,7.07,7,0
Google_1_Tamara Pharr_9_oval.jpg,205,0,5,4.07,4.4,4,3.6,3.73,3.2,5.67,2.6,4.53,3.07,3.4,0
Google_1_Erika Wyche_1_oval.jpg,206,1,1,5.87,4.73,5.8,4.93,5.87,4.93,5.2,4.07,4.87,4.47,4.21,1
Google_1_Vivian Blum_19_oval.jpg,207,1,1,5.4,4.53,5.13,5.6,5.93,5.93,3.27,5.67,5.27,5.67,5.8,0
Google_1_Susie Hodgkins_7_oval.jpg,208,1,1,5.47,4.53,5.47,4.4,6,5.13,4.27,5.13,4,4.57,4.87,0
Google_1_Juan Carrico_3_oval.jpg,209,0,1,6.07,4.53,6.47,6.13,5.73,5.87,2.67,7,5.93,6.93,6.4,1
Google_1_Glenn Leyba_19_oval.jpg,210,1,1,3.93,4.47,4.4,3.87,4.33,4.2,5.4,3.4,3.4,3.47,3.6,1
Google_1_Rhonda Lavelle_17_oval.jpg,211,0,1,6.27,3.33,6.73,6.87,6.67,6.13,2.6,7.13,4.73,7.13,6.8,0
Google_1_Robert Ross_11_oval.jpg,212,1,1,6.53,5.33,6.07,4.13,6.07,4.4,4.4,4.73,3.93,5.53,5,0
Google_1_Justin Boudreaux_7_oval.jpg,213,1,1,5.87,4.87,5.93,5.47,5.27,5.07,4,5.33,3.87,5.4,4.93,0
Google_1_Louis Cisneros_5_oval.jpg,214,1,1,6,3.79,6.36,6.57,6.64,6.21,3.86,5.5,3.71,6.07,5.93,0
Alberta_Akins_7_oval.jpg,215,0,1,6.27,3.4,5.8,5.8,5.67,6.07,3.13,6.6,5.2,6.2,6.2,0
Google_1_Cecilia Schwarz_9_oval.jpg,216,0,1,6.47,4.07,5.87,6,5.93,5.8,4.27,5.8,5.07,5.6,6.07,0
Google_1_Priscilla Briones_13_oval.jpg,217,1,1,5,4.47,5.2,4.73,4.6,4.67,2.93,5.33,5.4,6.07,4.87,0
Google_1_Sarah Woodcock_3_oval.jpg,218,0,1,5.13,3.53,5.67,6.13,5.57,5,2.53,6.47,5.87,6.67,7.07,0
Google_1_Harry Bumgardner_1_oval.jpg,219,1,1,6.33,3.8,6.13,6.13,6.27,5.47,3.8,6.07,5.6,6.8,5.6,0
Google_1_Bryan Flanders_3_oval.jpg,220,1,1,5.33,5.47,4.53,3.8,4.4,3.6,5.6,3.33,4,4.13,4,0
Google_1_Celia Griffin_3_oval.jpg,221,0,1,6.73,3,6.73,6.73,6.8,6.73,3.73,5.73,4.93,6.53,6.6,0
Google_1_Maureen Groce_9_oval.jpg,222,0,1,5.21,3,6.36,6.21,6.14,5.93,3.57,6.43,5,6.36,6.79,0
Google_1_Stephen Durant_5_oval.jpg,223,1,1,6.8,3,6.87,5.93,7.07,6.13,2,6.07,4.2,7.33,7.2,0
Google_1_Timothy Faust_19_oval.jpg,224,1,1,6.73,4.79,6.87,6.13,6.53,5.47,3.33,5.67,4.8,5.87,5.87,0
Adam_Cauthen_11_oval.jpg,225,0,2,5.6,4,6.27,6.53,6.8,6.4,3.27,6.53,5,6.67,6.2,0
Google_1_Peter Dillion_13_oval.jpg,226,1,1,4.27,4.87,3.36,3.07,3.47,3.4,6.2,3.33,5.47,3.13,3,1
Google_1_Ronald Branch_14_oval.jpg,227,1,1,5.87,4.13,6.73,6.33,6.07,6.07,3.53,6.13,5.07,6.67,6.6,0
Blanca_Shank_11_oval.jpg,228,0,2,5.53,3.8,4.2,5.8,4.87,4.93,3,6.47,5.6,6,6.4,0
Google_1_Timothy Rayborn_12_oval.jpg,229,1,1,5.2,4.27,5.07,5.13,5.33,5,4.33,4.6,4.6,5.2,5.4,0
Google_1_James Hudak_5_oval.jpg,230,1,1,4.6,4.33,5.07,3.87,4.27,3.93,5.73,4.07,4.47,3.47,4.27,0
Google_1_Iris Gause_17_oval.jpg,231,1,1,5.07,3.8,6.4,6.4,6,4.87,2.87,6.2,4.13,6.33,5.67,0
Google_1_Molly Breaux_3_oval.jpg,232,0,1,5.93,3.33,5.47,6.4,6.27,6.33,3.6,6.13,5.93,6.47,6.67,0
Google_1_Jeffrey Overton_14_oval.jpg,233,0,1,5.13,4.07,6,5.33,5.73,5.87,3.73,6.07,5.27,6.6,5.33,0
Google_1_Jennie Leatherman_3_oval.jpg,234,1,1,6.73,4.27,6.2,6.2,6.53,6.2,3,6.53,4.53,7.07,7.13,0
Google_1_Lawrence Larry_12_oval.jpg,235,1,1,6.53,4.27,6.33,6.67,6.93,6.13,3.67,6.2,5.2,6.73,5.87,1
Google_1_Kenneth Cabral_19_oval.jpg,236,1,1,4.87,5.4,4.33,3.73,4.53,4.2,4.53,4,5.13,4.53,3.73,0
Google_1_Catherine Deberry_3_oval.jpg,237,0,1,5.87,4.4,5.27,7,6.13,6.47,2.87,6.47,5.07,6.93,6.27,0
Google_1_Rosa Belk_15_oval.jpg,238,0,1,6.4,3.73,5.8,5.87,5.93,5.6,3.13,6.73,4.87,6.93,6.33,0
Google_1_Ryan Dawson_3_oval.jpg,239,1,1,6.8,3.73,6.2,6.6,6.47,6.47,3.93,5.6,4.67,6.87,6.07,0
Bridget_Blow_3_oval.jpg,240,1,1,6.33,5.13,6.07,5.53,5.73,5.47,2.73,6.53,5.4,7.13,6.47,0
Google_1_Yolanda Cobb_142_oval.jpg,241,0,1,6.07,2.87,6.33,6,6.4,6.2,3.8,5.8,4.93,6.2,5.73,0
Google_1_Scott Irons_5_oval.jpg,242,1,1,5.6,3.93,6.07,5.4,6.07,5.47,4.27,5.27,3.93,4.87,4.87,0
Google_1_Sean Revels_7_oval.jpg,243,1,1,6.87,5,5.67,6.47,6,6,4.27,6.2,4.67,6.27,6.27,0
Google_1_Steven Mastin_17_oval.jpg,244,1,1,6.67,4.93,6.13,6.2,6.2,6,4.6,5.2,5.07,5.73,5.2,0
Google_1_Olga Packer_15_oval.jpg,245,1,5,5.67,3.87,5.53,5.4,5.8,5.27,4.33,6.4,5.4,5.67,5.93,0
Google_1_Rita Mckissick_3_oval.jpg,246,1,1,4.93,6.67,4.13,3.13,2.87,3.33,6.33,2.87,5.07,3.07,3.53,1
Google_1_April Mattern_9_oval.jpg,247,0,1,4.8,3.4,5.4,6.27,5.93,5.93,3.73,5.4,5.4,5.67,5,0
Google_1_Peter Paschall_9_oval.jpg,248,0,1,6.33,3.13,6.47,6.8,6.27,6.73,2.73,6.2,5.67,6.33,6.93,0
Google_1_Jennifer Humble_15_oval.jpg,249,0,1,5.5,3.57,6.36,6.36,6.5,6.29,3.43,6.36,5.21,6.36,6.29,0
Google_1_Carrie Conlin_3_oval.jpg,250,0,5,6.73,4.4,4.6,4.93,5.4,4.87,4.27,5.6,5.53,5.8,5.2,0
Google_1_Carlos Dial_1_oval.jpg,251,1,1,5.4,4.6,5.13,5.4,5.27,5.13,3.27,5.4,4.6,6.33,5.47,1
Google_1_Howard Wisner_5_oval.jpg,252,1,1,7.2,3.27,7,6.53,7.33,6.47,4.8,5.13,3.27,5.67,4.47,1
Google_1_Steve Jenks_1_oval.jpg,253,0,1,5,2.73,4.87,5.67,5.73,5.6,2.53,6.4,5.93,6.8,6.6,0
Google_1_Travis Streeter_11_oval.jpg,254,1,2,5.8,5,5.07,5.27,5.4,5.27,5.33,4.4,3.87,4.73,4.6,0
Google_1_Travis Mcmaster_13_oval.jpg,255,1,3,4.53,4.53,6.13,4.87,5.33,4.73,3.6,5.2,4.6,5,5.2,0
Google_1_Joshua Matson_1_oval.jpg,256,0,1,5.87,3.93,5.73,5.53,5.73,6,2.8,6.87,4.8,6.93,6.6,0
Google_1_Robert Gallaher_13_oval.jpg,257,1,1,6.33,3.8,5.47,5.73,5.8,5.87,3.8,6.27,4.27,6.73,6.67,0
Google_1_Valerie Noble_9_oval.jpg,258,0,1,5.6,3.8,6.47,6.47,6.87,6.27,4.93,5.4,4.4,5.27,5.87,1
Google_1_Todd Polk_5_oval.jpg,259,1,1,4.8,4.67,4.93,4.47,5.33,4.6,5.07,3.67,4.53,3.93,3.8,0
Google_1_Robert Bashaw_5_oval.jpg,260,1,1,6.8,2.87,5.87,6.93,6.87,6.6,4.07,5.87,4.27,6.27,6.4,0
Google_1_Lynne Towner_5_oval.jpg,261,0,1,6.27,5.13,6,6.13,5,5.87,2.53,6.73,5.33,7,6.6,1
Google_1_William Hord_17_oval.jpg,262,1,1,6.67,5.13,6.6,5.13,6.6,5.33,4.33,5.93,4.36,5.6,5.33,1
Google_1_Gregory Stott_1_oval.jpg,263,1,1,6.33,5.47,6,5.13,5.33,4.8,5.33,4.07,3.73,4.6,4.53,0
Google_1_James Mansfield_15_oval.jpg,264,1,1,6.47,5.53,5.33,5.87,6,6,2.07,6.13,4.73,6.73,6,0
Google_1_Christopher Holladay_3_oval.jpg,265,1,1,5.4,4.47,4.67,5.67,5.07,4.33,5.33,4.33,5.13,5.33,5.4,0
Google_1_Stephen Masterson_7_oval.jpg,266,1,1,5.8,4.8,5.6,5.53,5.53,5.53,2.73,6.4,4.13,6.6,6,1
Google_1_Nicholas Judy_19_oval.jpg,267,0,1,5.14,4.43,5.43,5.14,5.43,5.14,4.36,4.79,5.79,5.14,5.14,0
Google_1_Naomi Alfaro_9_oval.jpg,268,0,1,6.87,2.93,7.07,7.2,6.2,6.67,3.4,5.93,5.67,6.67,6.47,0
Google_1_Carolyn Kiley_3_oval.jpg,269,1,1,6.53,4.4,5.87,7,6.73,6.8,3.27,6,4.67,6.47,6.53,0
Google_1_Harry Merriweather_3_oval.jpg,270,1,1,4.8,5.6,4.87,4.13,4.47,4.2,5.27,3.8,3.53,3.8,4,0
Google_1_Jeffery Orosco_9_oval.jpg,271,1,1,6.07,5.33,5.47,3.67,5.13,4.4,5.07,5.6,4.13,5.33,4.93,0
Google_1_Randy Conlon_5_oval.jpg,272,0,1,5.6,3.27,5.73,6.2,6.2,6.4,3.47,5.87,4.4,5.33,5.8,0
Google_1_Gregory Driggers_13_oval.jpg,273,1,1,6.2,3.8,6.4,6.33,6.67,6.33,4.27,5.8,4.87,5.27,5.27,0
Google_1_Linda Paquette_10_oval.jpg,274,0,1,3.6,3.47,3.67,3.47,3.87,4.13,5.33,3.2,4.93,2.73,3.47,0
Google_1_Delores Friel_1_oval.jpg,275,0,1,6.07,5,5.73,5.47,6.4,5.33,5.13,4.27,4.87,5.47,6.13,0
Google_1_Brittany Kelley_17_oval.jpg,276,0,1,6.07,4.13,6.53,5.67,6.6,6.47,2.8,6.67,5.73,7.67,6.8,0
Google_1_Aaron Avina_92.jpg,277,1,1,3.73,4.07,4.07,3.8,3.67,3.93,5.6,3.53,4.93,3.87,3.2,1
Google_1_Danielle Christenson_13_oval.jpg,278,1,2,4.8,5.8,3.73,3.2,3.47,3.53,5.6,4,4.67,4.27,5.27,0
Google_1_Evelyn Lavalley_17_oval.jpg,279,0,5,6.47,3.07,6.6,6.93,6.53,6.53,3.07,7.13,5.2,7.07,6.27,0
Google_1_Luz Fulton_1_oval.jpg,280,1,1,6.07,4.33,6.8,5.2,6.47,5.87,4,4.93,4.4,5.53,4.67,0
Google_1_Thomas Snowden_18-oval.jpg,281,1,1,6.2,4.87,5.07,5.2,5.33,5.27,3.4,6.13,5.4,6.53,6.6,1
Google_1_Kristy Jiminez_19_oval.jpg,282,0,1,6.47,3.47,6.8,7,6.73,6.4,2.67,6,5.4,6.6,6.47,0
Google_1_Juanita Ridley_1_oval.jpg,283,0,2,6.13,2.8,6.2,6.87,6.6,6.53,3,6.6,5,6.53,6.73,0
Allen_Council_15_oval.jpg,284,0,1,6.53,3.07,5.93,6.71,6.21,6.33,3.33,6,5.13,6.6,6.53,0
Google_1_Blanche Albaugh_5_oval.jpg,285,1,1,6.07,5.67,6.27,3.8,5.93,4.87,6.87,3.6,4.6,3.53,4.13,0
Google_1_Christy Bellamy_17_oval.jpg,286,1,1,5.27,4.27,5.33,5.67,5.67,5.67,4.47,5,4.13,4.93,5,1
Google_1_Margaret Galbreath_7_oval.jpg,287,0,1,5.67,3.6,5.73,6,6.2,6,3.73,6.33,5.2,6.07,6.57,0
Brittany_Glasgow_15_oval.jpg,288,0,1,6.47,3.07,6.27,6.13,6.27,6,3.67,5.93,5.13,6.33,6.4,0
Google_1_Jeannette Register_15_oval.jpg,289,0,2,6.43,3.36,6.79,6.57,6.36,6.86,3.07,6.21,4.71,6.64,6.57,0
Google_1_Terry Elliott_3_oval.jpg,290,0,1,5.93,3.47,6.33,6.67,6.67,6.53,3.93,6.53,4.47,7.6,7,0
Google_1_Nicholas Horan_15_oval.jpg,291,1,1,4.87,4.73,4.87,5.13,4.8,5.13,4.07,5.13,4.27,5.93,5.93,1
Google_1_Sherri Kahle_19_oval.jpg,292,0,1,6.33,4.27,6.2,5.67,5.4,6.2,3.93,5.27,5.13,5,6.07,1
Google_1_Samuel Whittemore_3_oval.jpg,293,1,2,6.33,3.33,5.87,6.73,6.07,6,3.27,6.33,4.93,5.53,6.47,0
Google_1_Joe Muniz_15_oval.jpg,294,0,1,5.87,3.27,6.33,6.73,6.33,6.53,3,6.73,5.2,6.67,6.53,0
Google_1_Dawn Bullis_1_oval.jpg,295,1,1,6.8,3.8,6.67,6,6.53,5.87,2.47,6.13,3.93,5.6,6.07,1
Google_1_Aaron Avina_3_oval.jpg,296,1,2,6.07,5.67,4.13,3.93,4.87,3.53,5.6,3.2,4.47,3.4,4.07,0
Google_1_Teresa Peyton_7_oval.jpg,297,1,1,6.33,4.73,5.47,5.47,5.53,5.93,3.13,5.4,5.07,6.67,6.27,0
Google_1_Keith Conn_5_oval.jpg,298,1,1,6.53,4.13,5.8,5.67,6.4,5.93,2.67,6.27,5.57,6.8,6.27,1
Google_1_Howard Lindsey_10_oval.jpg,299,0,1,5.6,3.33,6.13,6.2,6.6,5.87,2.4,6.73,5.33,7,7.13,0
Google_1_Patrick Magana_3_oval.jpg,300,1,1,6.07,3.07,6.27,6.4,6.33,5.67,4.33,6.07,4.87,6.67,5.53,0
Google_1_Lillie Markowitz_13_oval.jpg,301,1,1,6.07,3.07,5.53,6.33,6.33,6.27,2.6,6,3.73,6,5.53,1
Google_1_Mark Maxwell_1_oval.jpg,302,1,1,6.33,4.27,6.53,6.53,6.33,7.13,2.8,6.4,4.87,6.4,5.6,0
Google_1_Amy Shull_7_oval.jpg,303,0,1,6,3.67,6.27,5.93,5.93,6.33,2.73,6.73,5.47,7,7,0
Google_1_William Haire_13_oval.jpg,304,1,1,6.87,4,5.13,7.07,6.4,6.47,2.6,7.07,5.33,7.07,6.2,0
Google_1_Marvin Cantor_5_oval.jpg,305,1,1,6.2,5.27,5.87,5.6,6.33,5.87,2.93,5.67,4.67,6.53,6,0
Google_1_Jason Kerrigan_15_oval.jpg,306,1,1,6,4.93,6.4,5.27,6.2,5.6,4,5.67,4.07,5.87,5.53,0
Google_1_Paul Pruett_8_oval.jpg,307,1,1,5.13,5.2,5.27,5.57,5.13,4.8,4.87,4.87,3.53,4.47,4.33,0
Google_1_Jacqueline Welker_3_oval.jpg,308,0,1,6.53,3.4,6.73,7.07,6.27,5.87,3.47,5,5.13,5.53,5.27,0
Google_1_Laura Hines_7_oval.jpg,309,0,4,6.6,4,5.93,5.93,5.93,6,3.27,4.73,4.47,5.53,5.8,0
Google_1_Dale Pilcher_13_oval.jpg,310,0,1,6.67,3.2,6.33,6.6,7,7,3.13,6.93,6.07,6.4,6.4,0
Google_1_Glenn Epley_13_oval.jpg,311,1,2,5.13,4.6,4.93,4.33,4.8,4.4,5.8,4.27,4.33,4.33,4.27,0
Google_1_Anthony Kuhns_5_oval.jpg,312,1,1,4.67,5.47,5.53,5.07,5,4.67,4.2,4.87,3.67,4.87,4.53,0
Google_1_Eunice Johnston_7_oval.jpg,313,1,1,5.47,4.33,5.6,5.8,5.8,5.33,4.6,5.27,4.53,5.67,5.8,0
Google_1_Adam Mckinley_7_oval.jpg,314,1,1,5.53,4.13,5.67,6.47,5.6,5.6,3.07,6.07,5.27,7.07,6,0
Google_1_George Yingling_11_oval.jpg,315,0,1,5.87,4.47,5.6,6.27,5.93,5.4,3.6,5.93,5.73,5.73,6.87,0
Google_1_Georgia Dingess_11_oval.jpg,316,0,1,5.8,3.2,5.4,5.8,5.67,6.33,4.6,6.33,5.07,5.93,5.47,0
Google_1_Samuel Mcvay_19_oval.jpg,317,0,1,6.07,3.5,6.43,6.86,6.43,6.5,2.93,5.86,5.36,6.07,6,0
Google_1_Barbara Oakes_13_oval.jpg,318,0,1,6.33,3.73,5.8,6,6.27,5.87,2.29,6.43,5.13,6.67,6.47,0
Google_1_Cynthia Tejada_5_oval (2).jpg,319,1,1,6.8,4,5.87,6.33,6.8,6.47,4.53,6.27,4.47,6.07,6.27,1
Google_1_Linda Simonds_3_oval.jpg,320,0,1,6.47,4.67,6.13,6.27,6.2,6.33,2.53,6.4,5.53,6.6,6.27,0
Google_1_Cathy Paulk_11_oval.jpg,321,0,1,6.07,2.67,5.4,6.33,5.33,6.6,2.8,6.27,5.6,6.93,6.07,1
Google_1_Bruce Raab_15_oval.jpg,322,1,1,5.47,4.93,6.87,4.87,6.27,5,4.47,5,4.07,5.13,5.07,0
Google_1_Scott Bent_5_oval.jpg,323,1,1,5.8,4.13,6.13,5.93,5.53,6.13,4.53,5.13,4.53,5.4,5.13,1
Google_1_Lois Vancleave_1_oval.jpg,324,1,1,5.21,3.6,5.93,5.2,6.2,5.4,4.53,6.07,4.8,5.73,5.07,0
Google_1_Gerald Gary_13_oval.jpg,325,0,2,4.47,4.73,4.2,4.13,4.2,4.13,5.27,4.13,5.8,4,4.47,0
Google_1_Hazel Culp_17_oval.jpg,326,1,1,6,3.67,6.53,5.4,5.87,5.67,3.67,5.33,4.47,5.93,5.33,1
Google_1_Martha Abbate_3_oval.jpg,327,0,1,6.4,4.8,5.73,5.73,5.93,6.13,3.27,5.73,5.33,6.2,6.6,0
Google_1_Henry Gumm_7_oval.jpg,328,0,1,5.53,4.67,4.8,4.6,5.2,5,3.67,5.87,5.27,4.4,5.87,0
Google_1_Anna Bolt_3_oval.jpg,329,0,1,5.86,4.07,5.71,5.36,5.57,5.5,3.43,5.93,4.79,5.14,5.71,0
Google_1_Laura Dexter_11_oval.jpg,330,1,1,5.67,5.07,6,4.4,5.8,5.27,4.67,4.67,3.07,4.13,4.4,0
Google_1_Sean Ham_7_oval.jpg,331,1,1,7.07,3.8,6.27,6.13,6.4,6.67,4.13,4.93,4.93,6.47,6.2,1
Google_1_Robert Pyles_15_oval.jpg,332,0,1,5.33,4.53,5.53,5.07,5,4.93,5.07,5.13,5.47,5.2,4.87,0
Google_1_Veronica Percy_7_oval.jpg,333,0,1,5.07,3.27,5.29,6.47,5.47,6.07,3.93,6.07,5.07,6.33,5.6,0
Google_1_Marvin Hanrahan_5_oval.jpg,334,1,2,6.07,3.67,5.67,5.27,5.2,5.13,3.93,5.93,5,5.93,6.2,1
Google_1_Viola Lepore_19_oval.jpg,335,1,1,6.33,6,6.27,3.53,5.6,3.87,5.07,4.53,3.6,4.53,4.53,0
Google_1_Gerald Brotherton_5_oval.jpg,336,1,2,3.93,6.29,3.67,3,3.73,2.73,7.27,2.33,3.67,2.4,3.87,0
Google_1_Catherine Hutchins_9_oval.jpg,337,1,1,6.27,5.13,6.2,5.53,6,5.73,4.07,5.67,4.13,6.27,5.6,0
Google_1_Helen Hennessy_5_oval.jpg,338,1,1,6.53,4.07,6.33,5.87,5.87,5.47,4.47,4.8,4.07,5.13,4.93,0
Google_1_Norman Lebeau_9_oval.jpg,339,0,1,6.8,4.07,6.13,6.53,6.47,6,3.13,6.07,6,6.8,6.27,0
Google_1_Wilma Trigg_13_oval.jpg,340,0,1,5.8,2.47,5.93,7.4,6.87,6.8,2.73,6.73,5.4,6.93,6.07,0
Google_1_Colleen Summer_5_oval.jpg,341,0,1,6.73,3.87,6.2,6.6,6.07,5.87,3.87,6.07,5.07,6.53,6.33,0
Google_1_Daniel Harvey_9_oval.jpg,342,1,2,4.73,5.47,4.2,3.27,4.14,3.8,5.47,3.2,3.47,3.6,2.67,1
Google_1_Clarence Morehouse_8_oval.jpg,343,1,0,6.67,2.93,6.33,7.13,6.53,6.73,4.8,5.33,4.67,5.73,5.73,0
Google_1_Ralph Spiller_13_oval.jpg,344,1,1,6.33,2.93,6.87,6.4,6.53,6.8,2.33,5.6,4.73,6,6.13,0
Google_1_Jeffery Lancaster_1_oval.jpg,345,1,1,5.73,4.13,6,5.73,5.4,5.53,2.8,5.27,5,6.2,5.2,0
Google_1_Joann Broderick_5_oval.jpg,346,0,1,5,3.87,5.33,5.33,6.27,6.07,2.93,6.13,4.93,6.27,6,1
Google_1_Sheila Clemmons_3_oval.jpg,347,0,1,6.2,2.93,6.13,7.2,6.87,6.87,2.6,6.53,5.07,6.4,5.73,0
Google_1_Erica Vue_9_oval.jpg,348,1,1,5.27,4.2,6.47,5.53,6.2,4.93,4.73,5,5.07,6.07,4.73,0
Google_1_Beulah Clouse_5_oval.jpg,349,1,1,4.93,4.6,4.73,5,5.47,5.27,4.93,4.47,3.87,4.13,3.73,0
Aaron_Turner_13_oval.jpg,350,1,2,6.6,3.8,6.53,6.4,6.4,6.36,3.53,6.47,5.33,6.27,6.2,0
Google_1_Joshua Mckeown_5_oval.jpg,351,0,1,5.13,4.67,5.13,4.93,5.4,5,5.2,4.4,3.93,4.21,4.53,0
Google_1_Paul Hashimoto_15_oval.jpg,352,1,1,5.93,5.47,4.47,4.4,5.73,4.6,4.8,5.27,4.47,5.47,5.4,0
Google_1_Wayne Carnes_3_oval.jpg,353,1,1,4.07,5.53,3.93,3.2,3.93,4.13,6.87,2.87,4.07,2.67,2.67,0
Google_1_Daniel Harvey_7_oval.jpg,354,1,2,4.87,5.27,5,4.2,4.73,5.27,5.87,3.33,4.8,3.8,4.27,0
Google_1_Gerald Fraser_9_oval.jpg,355,1,1,6.4,5.67,5.27,5.13,4.73,4.07,6.2,3.6,4,3.53,3.4,1
Google_1_Karen Rosenberger_5_oval.jpg,356,1,1,4.2,5.6,4.53,3.33,3.87,3.53,5.6,3.73,3.93,3.73,4.13,0
Google_1_Amber Clough_7_oval.jpg,357,1,1,6.6,5.27,6.4,4.87,5.47,4.8,4.33,4.87,4.33,5.07,4.93,0
Google_1_Alicia Mcgann_1_oval.jpg,358,0,5,4.8,3.93,5.07,6.27,5.53,5.87,2.93,6.33,5.13,6.53,5.53,0
Google_1_Gerald Sloan_5_oval.jpg,359,1,1,5,4.07,5.13,4.6,4.93,4.93,4.87,4,4.47,4,4.4,1
Google_1_Gertrude Hinojosa_15_oval.jpg,360,1,1,5.13,3.67,6.13,6.13,6,5.87,4,4.93,4.2,5.6,5.13,0
Google_1_Richard Byers_9_oval.jpg,361,1,1,6.6,4.07,7.27,6.47,6.6,6.8,2.93,6.4,4.93,6.47,6.43,0
Google_1_Billy Whitener_16_oval.jpg,362,0,1,6.93,3.33,5.8,6.13,6.93,6.47,3.33,6.4,5.6,6.6,6.6,0
Google_1_Richard Byers_5_oval.jpg,363,1,1,5.6,4.67,5.67,6,5.47,5.87,3.67,5.93,5.33,5.93,6.53,0
Google_1_Rosalie May_19_oval.jpg,364,1,1,4.47,5,4.73,4.27,4.67,4.13,4.67,4.6,4.47,4.67,4.67,1
Google_1_Donald Naquin_7_oval.jpg,365,0,1,5.6,3.13,5.73,6.33,5.87,6,3.07,6.27,5.4,6.6,6.27,0
Google_1_Lydia Caskey_1_oval.jpg,366,1,1,5.93,4.27,5.33,4.87,6.07,5.47,5.27,4.47,4.4,4.4,3.8,0
Google_1_Glenn Handley_9_oval.jpg,367,1,1,5,4.73,5.47,4.73,5.8,4.33,4.53,3.93,4.27,4.13,4.67,0
Google_1_Patty Harms_9_oval.jpg,368,1,1,5.07,3.73,4.93,4.73,5.87,5.27,3.93,5.93,4.93,4.87,5.47,1
Google_1_Gary Kendrick_15_oval.jpg,369,1,2,4.93,5.47,4.47,4,4.53,3.53,7.07,3.53,3.53,3.4,3.6,0
Google_1_Christy Corey_19_oval.jpg,370,0,1,6.13,3.47,6.53,6.13,6.87,6.53,3.73,5.87,4.6,5.87,6.13,0
Google_1_Pearl Ogrady_1_oval.jpg,371,0,1,6.47,3.93,6.53,6.67,7.07,6.6,3.47,6.2,5.27,5.93,5.87,0
Google_1_Albert Ahrens_5_oval.jpg,372,1,1,5.4,4.13,5.67,5.13,5.67,5.27,3.27,6.13,4.27,5.73,5.87,0
Google_1_Karla Santoro_5_oval.jpg,373,1,1,6.2,4.8,6.13,4.93,5.6,5,5,4.07,3.73,4.67,4.53,0
Google_1_Ralph Claypool_7_oval.jpg,374,1,1,6.2,5.33,6.33,5.4,6.53,5.8,4.07,5.73,4.2,5.4,5.64,0
Google_1_Thomas Christy_17_oval.jpg,375,0,1,3.87,4.6,4.33,3.47,3.73,4.53,5.47,3.67,4.47,3.13,3.93,0
Google_1_Robyn Dobbins_13_oval.jpg,376,1,2,6.73,3.73,6.6,6.47,6.07,5.87,2.33,6.33,4.07,6.6,6.87,1
Google_1_Jeanne Meeker_3_oval.jpg,377,0,1,5.33,3.07,5,6.6,6.2,6.47,3.13,5.73,4.73,5.93,5.53,0
Google_1_Jeannette Sharpe_11_oval.jpg,378,0,2,6.64,3.86,6.14,6.29,6.79,6.36,3.21,6.64,4.93,7.07,6.93,0
Google_1_Allison Hathcock_7_oval.jpg,379,1,1,5.67,3.67,5.27,6,5.73,5.53,3.2,5.73,4.27,6.2,6.07,0
Google_1_Eric Strickland_9_oval.jpg,380,1,2,5.4,3.73,5.93,6.2,5.73,5.8,3.07,6.2,5.27,6.8,6.87,0
